DATE,UnemploymentRate
7/1/1995,6.332058574901197
8/1/1995,6.4341770867893135
9/1/1995,6.484655164441297
10/1/1995,6.406739231245771
11/1/1995,6.20947747109304
12/1/1995,5.965371770024507
1/1/1996,6.652667184752342
2/1/1996,7.0339182589185905
3/1/1996,6.682958764334931
4/1/1996,6.767938272831128
5/1/1996,6.604350239525484
6/1/1996,6.372447124986556
7/1/1996,6.432972842118066
8/1/1996,6.775633781004712
9/1/1996,6.839376084412507
10/1/1996,6.587280164728058
11/1/1996,6.337540663637727
12/1/1996,6.343246849107835
1/1/1997,7.072497222685663
2/1/1997,7.4835409629878304
3/1/1997,6.979574752483498
4/1/1997,6.801699630018072
5/1/1997,6.817163123259408
6/1/1997,6.3923056413777095
7/1/1997,6.404583499209572
8/1/1997,6.507729403622935
9/1/1997,6.330781112233702
10/1/1997,6.064397486512634
11/1/1997,6.041883653274805
12/1/1997,5.793097254111587
1/1/1998,6.355064266607604
2/1/1998,6.774142930543802
3/1/1998,6.526694030397662
4/1/1998,6.036452397000706
5/1/1998,6.16485871603432
6/1/1998,6.113457112208795
7/1/1998,6.043107289455577
8/1/1998,6.139364116612556
9/1/1998,6.143523363977101
10/1/1998,5.679315586125431
11/1/1998,5.85620532732937
12/1/1998,5.428755519280065
1/1/1999,5.971500078423896
2/1/1999,6.267389332675493
3/1/1999,5.671588480645385
4/1/1999,5.627441393917457
5/1/1999,5.616130681628008
6/1/1999,5.264555815843868
7/1/1999,5.040004331695766
8/1/1999,5.340571757149386
9/1/1999,5.714289627695341
10/1/1999,5.292783210723932
11/1/1999,4.783429981866289
12/1/1999,5.049454403669163
1/1/2000,5.591147657460062
2/1/2000,5.804843542182565
3/1/2000,5.5982338675321035
4/1/2000,5.20699292990706
5/1/2000,5.26382208264646
6/1/2000,4.870591563036941
7/1/2000,4.611196962434996
8/1/2000,4.661276242968766
9/1/2000,4.925166372695439
10/1/2000,4.6652945641641494
11/1/2000,4.767995338594453
12/1/2000,4.603906102603448
1/1/2001,5.083481107717903
2/1/2001,5.628515287147938
3/1/2001,5.270345714959441
4/1/2001,5.484585848727425
5/1/2001,5.329354543636701
6/1/2001,5.328024088452258
7/1/2001,4.997814300894685
8/1/2001,5.418737906451327
9/1/2001,5.466429691783039
10/1/2001,5.411514799678296
11/1/2001,5.2360265706838875
12/1/2001,5.078850026848764
1/1/2002,5.864029374541503
2/1/2002,5.727197334551017
3/1/2002,5.3281952815380444
4/1/2002,5.2567528819946725
5/1/2002,5.077007314842805
6/1/2002,5.111933651461482
7/1/2002,4.592862112641173
8/1/2002,4.816861945041257
9/1/2002,4.9910033373264255
10/1/2002,4.555921920581597
11/1/2002,4.524813475952792
12/1/2002,4.548053314372231
1/1/2003,5.1409835062772276
2/1/2003,5.3039428321142195
3/1/2003,5.0762035646347785
4/1/2003,4.935705318003202
5/1/2003,4.967712240869545
6/1/2003,4.914127315923328
7/1/2003,4.632627083850055
8/1/2003,4.509552088331369
9/1/2003,4.596242866801985
10/1/2003,4.326729864264888
11/1/2003,4.23687623838159
12/1/2003,4.131876801258803
1/1/2004,4.495899343820758
2/1/2004,5.0383945588160195
3/1/2004,4.41168971091227
4/1/2004,4.375949757960909
5/1/2004,4.204503505636909
6/1/2004,4.262944908212892
7/1/2004,4.084133321159337
8/1/2004,3.9991881002872582
9/1/2004,4.13394158670165
10/1/2004,3.633124824397351
11/1/2004,3.657643254602044
12/1/2004,3.5009893369852545
1/1/2005,4.0246427845503545
2/1/2005,4.38158453866252
3/1/2005,4.11885554602429
4/1/2005,3.8857620660628602
5/1/2005,4.063426311122495
6/1/2005,3.8981275691023582
7/1/2005,3.5454543119910227
8/1/2005,3.746107232908875
9/1/2005,3.792532516018341
10/1/2005,3.62256562484407
11/1/2005,3.6241130528118033
12/1/2005,3.5947592150324565
1/1/2006,4.351941667884531
2/1/2006,4.434705553523591
3/1/2006,3.974356213305408
4/1/2006,3.9795575258071976
5/1/2006,3.701940249990354
6/1/2006,3.7715326112988175
7/1/2006,3.3478301227820824
8/1/2006,3.5225378041526234
9/1/2006,3.521468290819533
10/1/2006,3.3651641691608725
11/1/2006,3.189346458150613
12/1/2006,3.230909582927577
1/1/2007,3.710472304027991
2/1/2007,4.036519461402896
3/1/2007,3.684955913175539
4/1/2007,3.4902823337342066
5/1/2007,3.35828698173969
6/1/2007,3.486673995334904
7/1/2007,3.1439108197616124
8/1/2007,3.131061036545003
9/1/2007,3.2711928467097846
10/1/2007,3.095986709042614
11/1/2007,3.163867872082785
12/1/2007,3.046317284138653
1/1/2008,3.380619878070034
2/1/2008,3.5770176092227204
3/1/2008,3.3458700896360845
4/1/2008,3.419902821260713
5/1/2008,3.3979218354385634
6/1/2008,3.319719176899918
7/1/2008,3.2316317880515246
8/1/2008,3.3137427604576666
9/1/2008,3.52254246667423
10/1/2008,3.270846590140311
11/1/2008,3.365978978478099
12/1/2008,3.210957175304621
1/1/2009,4.1822380403792305
2/1/2009,4.789329212004489
3/1/2009,4.837693681152685
4/1/2009,4.46768873067375
5/1/2009,4.829912814098174
6/1/2009,4.817425980116645
7/1/2009,4.470078041260277
8/1/2009,4.568719906566351
9/1/2009,4.632494142748758
10/1/2009,4.49592066465597
11/1/2009,4.180753531624646
12/1/2009,4.091276230589874
1/1/2010,4.313166392611192
2/1/2010,4.556262516201113
3/1/2010,4.391305439457785
4/1/2010,4.315801280010105
5/1/2010,4.229567007343207
6/1/2010,3.9760993522928105
7/1/2010,3.9289918059159583
8/1/2010,3.6904288654484754
9/1/2010,3.891018018489176
10/1/2010,3.9235372383910154
11/1/2010,3.82054059803507
12/1/2010,3.4714235319243145
1/1/2011,3.921991896631571
2/1/2011,4.084850239625313
3/1/2011,4.0068951046417896
4/1/2011,3.734638973206831
5/1/2011,3.9577710350243778
6/1/2011,3.8169130389045147
7/1/2011,3.836917347425129
8/1/2011,3.9971745724131704
9/1/2011,4.185169075163398
10/1/2011,3.9425877634005566
11/1/2011,3.925561644661186
12/1/2011,3.717759149534305
1/1/2012,4.136666418015594
2/1/2012,4.342338460808341
