Date,Close Price,Open,High,Low,Vol.,Change %
8-Feb-12,4290.7,"4,268.80","4,294.30","4,268.80",842.97M,0.39%
9-Feb-12,4282.9,"4,283.40","4,283.70","4,244.90",821.43M,-0.18%
10-Feb-12,4245.3,"4,280.30","4,288.60","4,245.30",810.40M,-0.88%
13-Feb-12,4285.1,"4,244.90","4,289.70","4,244.90",673.21M,0.94%
14-Feb-12,4242.8,"4,279.30","4,280.60","4,234.00",788.30M,-0.99%
15-Feb-12,4253.4,"4,242.00","4,258.90","4,225.10",869.16M,0.25%
16-Feb-12,4181.9,"4,243.20","4,243.20","4,170.20",1.03B,-1.68%
17-Feb-12,4195.9,"4,192.70","4,214.50","4,187.80",788.16M,0.33%
20-Feb-12,4256.1,"4,213.70","4,256.10","4,209.60",806.93M,1.43%
21-Feb-12,4291.2,"4,258.60","4,298.50","4,245.40",858.27M,0.82%
22-Feb-12,4293.1,"4,288.40","4,305.50","4,274.80",946.60M,0.04%
23-Feb-12,4286.2,"4,291.90","4,293.20","4,265.90",943.26M,-0.16%
24-Feb-12,4306.8,"4,288.00","4,307.50","4,283.80",955.72M,0.48%
27-Feb-12,4267.4,"4,296.30","4,300.10","4,257.80",852.22M,-0.91%
28-Feb-12,4262.7,"4,268.00","4,285.20","4,257.30",886.25M,-0.11%
29-Feb-12,4298.5,"4,269.20","4,318.80","4,269.20",1.24B,0.84%
1-Mar-12,4255.5,"4,291.00","4,291.00","4,248.00",813.61M,-1.00%
2-Mar-12,4273.1,"4,264.20","4,290.00","4,263.70",656.59M,0.41%
5-Mar-12,4263,"4,268.40","4,273.60","4,250.70",588.27M,-0.24%
6-Mar-12,4204.7,"4,253.40","4,253.80","4,201.90",901.39M,-1.37%
7-Mar-12,4143.7,"4,193.20","4,193.20","4,143.70",946.13M,-1.45%
8-Mar-12,4171,"4,152.10","4,177.10","4,146.40",992.79M,0.66%
9-Mar-12,4212,"4,180.20","4,215.90","4,180.00",969.55M,0.98%
12-Mar-12,4196.7,"4,214.80","4,215.30","4,193.90",654.95M,-0.36%
13-Mar-12,4247.6,"4,203.40","4,253.40","4,202.90",860.33M,1.21%
14-Mar-12,4287.2,"4,260.80","4,294.90","4,260.40",924.67M,0.93%
15-Mar-12,4277.8,"4,282.10","4,282.40","4,264.80",1.12B,-0.22%
16-Mar-12,4276.2,"4,278.30","4,283.60","4,263.80",1.37B,-0.04%
19-Mar-12,4290.8,"4,282.40","4,309.00","4,281.40",818.65M,0.34%
20-Mar-12,4275,"4,292.40","4,292.70","4,263.10",837.42M,-0.37%
21-Mar-12,4254.3,"4,265.50","4,275.20","4,242.80",746.97M,-0.48%
22-Mar-12,4273.7,"4,251.60","4,282.70","4,250.80",768.73M,0.46%
23-Mar-12,4270.4,"4,262.30","4,277.80","4,238.40",809.95M,-0.08%
26-Mar-12,4262.8,"4,269.70","4,289.80","4,262.80",643.86M,-0.18%
27-Mar-12,4301.3,"4,273.50","4,308.40","4,273.40",861.84M,0.90%
28-Mar-12,4343.5,"4,297.80","4,346.90","4,294.80",877.90M,0.98%
29-Mar-12,4337.9,"4,339.40","4,351.10","4,328.70",894.49M,-0.13%
30-Mar-12,4335.2,"4,340.30","4,361.10","4,335.20",1.13B,-0.06%
2-Apr-12,4329.3,"4,349.40","4,377.50","4,327.80",864.21M,-0.14%
3-Apr-12,4337,"4,336.30","4,351.80","4,327.70",834.89M,0.18%
4-Apr-12,4333.9,"4,328.10","4,341.50","4,316.40",763.94M,-0.07%
5-Apr-12,4319.8,"4,322.50","4,323.10","4,286.30",732.73M,-0.33%
10-Apr-12,4292.3,"4,309.80","4,310.00","4,274.50",612.58M,-0.64%
11-Apr-12,4246.1,"4,280.80","4,280.80","4,246.10",684.61M,-1.08%
12-Apr-12,4280.6,"4,248.90","4,280.60","4,248.90",659.46M,0.81%
13-Apr-12,4323.3,"4,294.40","4,330.50","4,294.40",820.36M,1.00%
16-Apr-12,4302.3,"4,312.50","4,312.70","4,288.00",525.77M,-0.49%
17-Apr-12,4288.8,"4,302.00","4,321.40","4,286.40",634.37M,-0.31%
18-Apr-12,4348.7,"4,301.60","4,349.40","4,301.40",690.67M,1.40%
19-Apr-12,4362.7,"4,349.90","4,377.10","4,347.40",920.90M,0.32%
20-Apr-12,4366.5,"4,359.30","4,368.10","4,353.50",678.50M,0.09%
23-Apr-12,4352.4,"4,364.30","4,364.60","4,351.00",458.84M,-0.32%
24-Apr-12,4360.4,"4,344.80","4,373.40","4,337.70",792.50M,0.18%
26-Apr-12,4375.2,"4,369.10","4,393.80","4,367.00",775.99M,0.34%
27-Apr-12,4362.1,"4,376.70","4,386.10","4,362.10",830.60M,-0.30%
30-Apr-12,4396.6,"4,373.40","4,397.90","4,373.00",646.26M,0.79%
1-May-12,4429.5,"4,398.60","4,448.50","4,398.60",916.25M,0.75%
2-May-12,4435.9,"4,435.90","4,445.90","4,428.50",797.65M,0.14%
3-May-12,4429,"4,434.90","4,443.50","4,429.00",810.95M,-0.16%
4-May-12,4396,"4,421.80","4,421.80","4,389.20",763.58M,-0.75%
7-May-12,4301.3,"4,375.40","4,375.40","4,299.00",850.44M,-2.15%
8-May-12,4314.4,"4,310.30","4,327.20","4,297.40",788.61M,0.30%
9-May-12,4275.1,"4,310.80","4,312.20","4,257.90",967.91M,-0.91%
10-May-12,4295.6,"4,269.90","4,296.10","4,269.90",1.06B,0.48%
11-May-12,4285.1,"4,296.00","4,302.20","4,274.40",760.86M,-0.24%
14-May-12,4297,"4,287.50","4,304.40","4,284.20",662.27M,0.28%
15-May-12,4266.3,"4,285.80","4,285.80","4,251.80",996.66M,-0.71%
16-May-12,4165.5,"4,252.80","4,252.80","4,165.50",1.07B,-2.36%
17-May-12,4157.4,"4,169.20","4,183.90","4,136.90",1.01B,-0.19%
18-May-12,4046.5,"4,141.80","4,141.80","4,026.50",1.07B,-2.67%
21-May-12,4073.6,"4,053.20","4,088.70","4,043.70",785.33M,0.67%
22-May-12,4121,"4,083.50","4,122.60","4,083.50",869.32M,1.16%
23-May-12,4067,"4,117.50","4,117.50","4,065.80",789.04M,-1.31%
24-May-12,4055.8,"4,068.20","4,089.70","4,050.60",827.95M,-0.28%
25-May-12,4029.2,"4,057.30","4,071.30","4,024.80",750.02M,-0.66%
28-May-12,4068,"4,029.20","4,070.80","4,029.20",638.77M,0.96%
29-May-12,4114.4,"4,068.00","4,118.00","4,037.90",787.29M,1.14%
30-May-12,4094.2,"4,114.40","4,114.40","4,070.50",678.35M,-0.49%
31-May-12,4076.3,"4,094.20","4,094.20","4,035.90",1.20B,-0.44%
1-Jun-12,4063.9,"4,076.30","4,076.30","4,030.40",707.15M,-0.30%
4-Jun-12,3985,"4,063.90","4,063.90","3,985.00",849.24M,-1.94%
5-Jun-12,4043.7,"3,985.00","4,047.20","3,985.00",877.15M,1.47%
6-Jun-12,4055.3,"4,043.70","4,063.70","4,035.00",765.08M,0.29%
7-Jun-12,4108.6,"4,055.30","4,118.20","4,055.30",886.52M,1.31%
8-Jun-12,4063.7,"4,108.60","4,121.40","4,054.80",1.04B,-1.09%
12-Jun-12,4072.9,"4,063.70","4,085.60","4,060.80",912.91M,0.23%
13-Jun-12,4063.8,"4,072.90","4,087.80","4,048.50",722.05M,-0.22%
14-Jun-12,4042.2,"4,063.80","4,063.80","4,026.50",671.45M,-0.53%
15-Jun-12,4057.3,"4,042.20","4,064.20","4,035.00",1.05B,0.37%
18-Jun-12,4136.9,"4,057.30","4,138.80","4,057.30",904.85M,1.96%
19-Jun-12,4123.3,"4,136.90","4,136.90","4,103.50",582.23M,-0.33%
20-Jun-12,4132.4,"4,123.30","4,159.30","4,123.30",968.80M,0.22%
21-Jun-12,4087.6,"4,132.40","4,136.40","4,084.80",1.20B,-1.08%
22-Jun-12,4048.2,"4,087.60","4,087.60","4,038.60",800.06M,-0.96%
25-Jun-12,4027.8,"4,048.20","4,048.20","3,993.80",713.21M,-0.50%
26-Jun-12,4013.3,"4,027.80","4,027.80","4,002.30",810.14M,-0.36%
27-Jun-12,4043.2,"4,013.30","4,044.70","4,013.10",744.75M,0.75%
28-Jun-12,4044.8,"4,043.20","4,074.10","4,041.30",706.85M,0.04%
29-Jun-12,4094.6,"4,044.80","4,117.00","4,032.40",1.14B,1.23%
2-Jul-12,4133,"4,094.60","4,151.50","4,094.60",770.13M,0.94%
3-Jul-12,4127.2,"4,133.00","4,141.80","4,119.90",581.09M,-0.14%
4-Jul-12,4172.2,"4,127.20","4,172.50","4,127.20",619.80M,1.09%
5-Jul-12,4169.2,"4,172.20","4,175.80","4,157.00",597.46M,-0.07%
6-Jul-12,4157.8,"4,169.20","4,169.40","4,145.00",526.02M,-0.27%
9-Jul-12,4118.3,"4,157.80","4,157.80","4,111.00",492.68M,-0.95%
10-Jul-12,4098,"4,118.30","4,135.90","4,088.70",675.07M,-0.49%
11-Jul-12,4096.5,"4,098.00","4,102.40","4,076.40",666.75M,-0.04%
12-Jul-12,4068,"4,096.50","4,108.70","4,062.50",638.67M,-0.70%
13-Jul-12,4082.2,"4,068.00","4,103.00","4,062.30",644.32M,0.35%
16-Jul-12,4105.1,"4,082.20","4,126.90","4,082.20",545.14M,0.56%
17-Jul-12,4140.8,"4,105.10","4,153.60","4,102.70",629.60M,0.87%
18-Jul-12,4123.6,"4,140.80","4,144.20","4,120.70",589.93M,-0.42%
19-Jul-12,4206.7,"4,123.60","4,206.70","4,123.60",899.63M,2.02%
20-Jul-12,4199.1,"4,206.70","4,215.60","4,186.10",727.79M,-0.18%
23-Jul-12,4128.9,"4,199.10","4,199.10","4,127.30",637.94M,-1.67%
24-Jul-12,4133.2,"4,128.90","4,140.80","4,113.80",644.99M,0.10%
25-Jul-12,4123.9,"4,133.20","4,133.20","4,084.40",668.57M,-0.23%
26-Jul-12,4147.7,"4,123.90","4,150.90","4,122.40",655.68M,0.58%
27-Jul-12,4209.8,"4,147.70","4,209.80","4,147.70",733.48M,1.50%
30-Jul-12,4245.7,"4,209.80","4,256.20","4,209.80",608.07M,0.85%
31-Jul-12,4269.2,"4,245.70","4,288.10","4,245.70",791.17M,0.55%
1-Aug-12,4262.8,"4,269.20","4,269.20","4,253.70",675.31M,-0.15%
2-Aug-12,4269.5,"4,262.80","4,281.20","4,256.30",777.46M,0.16%
3-Aug-12,4221.5,"4,269.50","4,269.50","4,212.70",668.06M,-1.12%
6-Aug-12,4272.6,"4,221.50","4,288.20","4,221.50",460.97M,1.21%
7-Aug-12,4291.6,"4,272.60","4,294.40","4,272.60",577.33M,0.44%
8-Aug-12,4312.6,"4,291.60","4,323.80","4,291.60",870.88M,0.49%
9-Aug-12,4308.3,"4,312.60","4,330.40","4,308.30",779.02M,-0.10%
10-Aug-12,4277.3,"4,308.30","4,313.20","4,277.10",796.48M,-0.72%
13-Aug-12,4283.3,"4,277.30","4,314.70","4,277.30",810.56M,0.14%
14-Aug-12,4292.2,"4,283.30","4,300.80","4,271.80",770.88M,0.21%
15-Aug-12,4281.2,"4,292.20","4,312.40","4,267.10",827.35M,-0.26%
16-Aug-12,4330.2,"4,281.20","4,330.20","4,281.20",824.23M,1.14%
17-Aug-12,4370.1,"4,330.20","4,370.10","4,329.30",787.60M,0.92%
20-Aug-12,4364.3,"4,370.10","4,374.70","4,344.20",847.78M,-0.13%
21-Aug-12,4383.4,"4,364.30","4,402.70","4,359.50",774.68M,0.44%
22-Aug-12,4376,"4,383.40","4,384.20","4,367.20",702.99M,-0.17%
23-Aug-12,4383.7,"4,376.00","4,403.90","4,372.00",848.27M,0.18%
24-Aug-12,4349,"4,383.70","4,383.70","4,339.10",765.86M,-0.79%
27-Aug-12,4343.7,"4,351.40","4,375.80","4,341.00",642.19M,-0.12%
28-Aug-12,4359.4,"4,344.20","4,365.10","4,339.90",701.51M,0.36%
29-Aug-12,4356.4,"4,359.40","4,360.10","4,346.40",777.05M,-0.07%
30-Aug-12,4315.7,"4,356.40","4,356.40","4,302.50",1.01B,-0.93%
31-Aug-12,4316.1,"4,315.70","4,328.80","4,305.90",966.06M,0.01%
3-Sep-12,4329.7,"4,310.00","4,337.60","4,287.40",638.37M,0.32%
4-Sep-12,4303.5,"4,329.70","4,334.50","4,293.90",787.82M,-0.61%
5-Sep-12,4278.8,"4,303.50","4,303.50","4,261.20",925.29M,-0.57%
6-Sep-12,4312.9,"4,278.80","4,327.10","4,278.80",1.21B,0.80%
7-Sep-12,4325.8,"4,312.90","4,358.30","4,312.90",962.38M,0.30%
10-Sep-12,4333.8,"4,325.80","4,342.30","4,317.30",781.61M,0.18%
11-Sep-12,4325.8,"4,333.70","4,333.70","4,316.70",668.46M,-0.18%
12-Sep-12,4361.3,"4,325.80","4,364.80","4,325.80",721.50M,0.82%
13-Sep-12,4339.4,"4,361.30","4,361.30","4,337.20",620.51M,-0.50%
14-Sep-12,4390,"4,353.70","4,398.30","4,353.70",850.14M,1.17%
17-Sep-12,4402.5,"4,404.20","4,412.20","4,392.10",684.18M,0.28%
18-Sep-12,4394.7,"4,402.50","4,404.40","4,383.30",794.71M,-0.18%
19-Sep-12,4418.4,"4,394.70","4,421.00","4,386.20",1.12B,0.54%
20-Sep-12,4397.2,"4,413.30","4,414.30","4,394.40",1.18B,-0.48%
21-Sep-12,4408.3,"4,397.80","4,418.40","4,396.80",1.06B,0.25%
24-Sep-12,4385.5,"4,408.30","4,408.30","4,375.00",609.07M,-0.52%
25-Sep-12,4372.9,"4,385.50","4,385.50","4,367.30",607.57M,-0.29%
26-Sep-12,4361.6,"4,363.70","4,365.90","4,348.80",688.24M,-0.26%
27-Sep-12,4384.2,"4,357.50","4,384.70","4,336.90",698.32M,0.52%
28-Sep-12,4387,"4,383.40","4,394.60","4,368.50",899.80M,0.06%
1-Oct-12,4388.6,"4,387.00","4,411.40","4,375.00",-,0.04%
2-Oct-12,4433,"4,393.60","4,438.30","4,393.60",680.99M,1.01%
3-Oct-12,4438.6,"4,433.00","4,454.60","4,432.50",618.94M,0.13%
4-Oct-12,4452.4,"4,438.60","4,457.40","4,436.70",669.58M,0.31%
5-Oct-12,4494.4,"4,452.40","4,495.80","4,452.40",612.13M,0.94%
8-Oct-12,4481.9,"4,494.40","4,495.80","4,476.70",646.31M,-0.28%
9-Oct-12,4505.3,"4,483.90","4,512.80","4,482.80",547.53M,0.52%
10-Oct-12,4490.7,"4,498.30","4,499.00","4,476.00",654.16M,-0.32%
11-Oct-12,4483.5,"4,490.70","4,492.80","4,460.40",599.76M,-0.16%
12-Oct-12,4486.6,"4,483.50","4,496.10","4,482.70",559.48M,0.07%
15-Oct-12,4483.4,"4,486.60","4,492.70","4,479.20",541.11M,-0.07%
16-Oct-12,4491.5,"4,483.40","4,516.90","4,483.40",606.34M,0.18%
17-Oct-12,4528.2,"4,491.50","4,536.80","4,491.50",808.30M,0.82%
18-Oct-12,4559.4,"4,567.70","4,581.80","4,547.10",832.95M,0.69%
19-Oct-12,4571.1,"4,559.40","4,571.80","4,538.00",852.03M,0.26%
22-Oct-12,4541,"4,558.50","4,559.20","4,522.70",785.14M,-0.66%
23-Oct-12,4543.1,"4,539.00","4,565.00","4,537.20",635.77M,0.05%
24-Oct-12,4505.8,"4,543.10","4,543.10","4,501.70",684.06M,-0.82%
25-Oct-12,4510.5,"4,504.80","4,518.80","4,502.70",686.57M,0.10%
26-Oct-12,4472.4,"4,513.30","4,526.00","4,472.10",853.83M,-0.84%
29-Oct-12,4476.9,"4,475.40","4,501.90","4,475.20",469.95M,0.10%
30-Oct-12,4485.7,"4,477.40","4,498.90","4,472.80",643.68M,0.20%
31-Oct-12,4517,"4,492.40","4,524.80","4,492.10",862.97M,0.70%
1-Nov-12,4457.7,"4,517.00","4,517.00","4,457.60",924.61M,-1.31%
2-Nov-12,4460.1,"4,470.10","4,486.40","4,457.30",763.77M,0.05%
5-Nov-12,4474.1,"4,457.40","4,478.00","4,436.20",616.45M,0.31%
6-Nov-12,4484.8,"4,473.00","4,490.00","4,470.40",452.13M,0.24%
7-Nov-12,4516.5,"4,484.80","4,519.30","4,482.80",656.20M,0.71%
8-Nov-12,4483.8,"4,516.50","4,516.50","4,459.90",707.39M,-0.72%
9-Nov-12,4462,"4,483.80","4,483.80","4,436.60",688.22M,-0.49%
12-Nov-12,4448,"4,458.50","4,465.20","4,442.90",621.06M,-0.31%
13-Nov-12,4379.8,"4,446.10","4,447.10","4,379.80",812.51M,-1.53%
14-Nov-12,4388.4,"4,379.80","4,395.60","4,372.00",619.53M,0.20%
15-Nov-12,4349.3,"4,388.40","4,388.40","4,339.00",869.46M,-0.89%
16-Nov-12,4336.8,"4,350.50","4,351.80","4,334.30",722.68M,-0.29%
19-Nov-12,4361.4,"4,345.10","4,364.40","4,340.00",695.13M,0.57%
20-Nov-12,4385.7,"4,361.40","4,391.00","4,361.40",644.86M,0.56%
21-Nov-12,4369.5,"4,387.50","4,389.00","4,366.80",617.77M,-0.37%
22-Nov-12,4413.1,"4,376.20","4,428.60","4,374.00",708.82M,1.00%
23-Nov-12,4413,"4,413.10","4,413.20","4,397.90",475.06M,0.00%
26-Nov-12,4424.2,"4,413.00","4,426.00","4,413.00",475.79M,0.25%
27-Nov-12,4456.8,"4,424.20","4,461.70","4,424.00",753.41M,0.74%
28-Nov-12,4447.3,"4,453.20","4,453.20","4,433.00",612.25M,-0.21%
29-Nov-12,4477.7,"4,447.10","4,477.70","4,445.50",731.42M,0.68%
30-Nov-12,4506,"4,477.70","4,514.20","4,477.70",1.56B,0.63%
3-Dec-12,4531.5,"4,506.00","4,538.60","4,506.00",633.78M,0.57%
4-Dec-12,4503.6,"4,531.50","4,537.00","4,502.10",585.36M,-0.62%
5-Dec-12,4520.4,"4,503.60","4,525.10","4,500.20",701.53M,0.37%
6-Dec-12,4509.3,"4,520.40","4,528.80","4,504.90",651.96M,-0.25%
7-Dec-12,4551.8,"4,516.10","4,554.10","4,515.60",646.12M,0.94%
10-Dec-12,4557.9,"4,552.20","4,571.70","4,552.20",667.31M,0.13%
11-Dec-12,4576,"4,557.90","4,581.00","4,557.90",602.55M,0.40%
12-Dec-12,4583.8,"4,576.00","4,603.50","4,576.00",878.79M,0.17%
13-Dec-12,4582.8,"4,583.80","4,592.20","4,577.70",804.21M,-0.02%
14-Dec-12,4583.1,"4,582.80","4,598.30","4,579.80",690.02M,0.01%
17-Dec-12,4573.4,"4,583.10","4,586.20","4,569.40",645.18M,-0.21%
18-Dec-12,4595.2,"4,579.10","4,610.30","4,579.10",726.65M,0.48%
19-Dec-12,4617.8,"4,604.30","4,627.10","4,603.30",813.21M,0.49%
20-Dec-12,4634.1,"4,619.70","4,643.50","4,610.30",1.08B,0.35%
21-Dec-12,4623.6,"4,634.10","4,658.70","4,611.20",1.27B,-0.23%
24-Dec-12,4635.2,"4,625.70","4,645.50","4,625.70",177.68M,0.25%
27-Dec-12,4648,"4,635.20","4,653.00","4,629.70",225.04M,0.28%
28-Dec-12,4671.3,"4,651.80","4,688.60","4,651.70",269.00M,0.50%
31-Dec-12,4649,"4,666.00","4,666.00","4,644.80",230.59M,-0.48%
2-Jan-13,4705.9,"4,648.90","4,710.30","4,648.90",474.27M,1.22%
3-Jan-13,4740.7,"4,705.90","4,743.40","4,705.90",562.59M,0.74%
4-Jan-13,4723.8,"4,740.70","4,740.70","4,716.80",465.43M,-0.36%
7-Jan-13,4717.3,"4,726.80","4,750.70","4,714.70",546.76M,-0.14%
8-Jan-13,4690.3,"4,721.40","4,736.50","4,689.80",623.35M,-0.57%
9-Jan-13,4708.1,"4,690.80","4,711.30","4,690.80",584.61M,0.38%
10-Jan-13,4723,"4,708.10","4,728.70","4,700.70",599.06M,0.32%
11-Jan-13,4709.5,"4,723.50","4,734.60","4,704.20",526.89M,-0.29%
14-Jan-13,4719.7,"4,709.50","4,731.00","4,708.80",483.70M,0.22%
15-Jan-13,4716.6,"4,720.90","4,731.50","4,706.40",641.21M,-0.07%
16-Jan-13,4738.4,"4,715.30","4,739.80","4,714.50",635.93M,0.46%
17-Jan-13,4756.6,"4,738.40","4,787.20","4,738.40",784.67M,0.38%
18-Jan-13,4771.2,"4,756.60","4,782.60","4,756.60",635.42M,0.31%
21-Jan-13,4777.5,"4,773.30","4,779.70","4,762.60",530.37M,0.13%
22-Jan-13,4779.1,"4,777.50","4,801.70","4,767.30",616.42M,0.03%
23-Jan-13,4787.8,"4,788.60","4,802.20","4,787.80",679.10M,0.18%
24-Jan-13,4810.2,"4,783.70","4,814.20","4,779.20",691.89M,0.47%
25-Jan-13,4835.2,"4,810.20","4,835.20","4,810.20",823.89M,0.52%
29-Jan-13,4889,"4,842.40","4,896.60","4,841.60",823.35M,1.11%
30-Jan-13,4896.7,"4,889.10","4,906.20","4,886.30",647.04M,0.16%
31-Jan-13,4878.8,"4,896.70","4,906.20","4,866.50",761.85M,-0.37%
1-Feb-13,4921.1,"4,878.80","4,922.60","4,878.80",624.98M,0.87%
4-Feb-13,4907.5,"4,921.10","4,951.30","4,907.50",534.90M,-0.28%
5-Feb-13,4882.7,"4,896.00","4,897.40","4,869.50",694.29M,-0.51%
6-Feb-13,4921,"4,882.70","4,931.20","4,882.70",751.35M,0.78%
7-Feb-13,4935.7,"4,914.90","4,938.20","4,907.90",704.56M,0.30%
8-Feb-13,4971.3,"4,932.90","4,971.30","4,928.50",680.95M,0.72%
11-Feb-13,4959.5,"4,971.30","4,977.80","4,959.50",530.16M,-0.24%
12-Feb-13,4959,"4,959.50","4,981.50","4,959.00",566.58M,-0.01%
13-Feb-13,5003.7,"4,959.00","5,013.60","4,959.00",719.15M,0.90%
14-Feb-13,5036.9,"5,003.70","5,045.40","4,998.30",890.94M,0.66%
15-Feb-13,5033.9,"5,031.90","5,044.40","5,021.00",708.65M,-0.06%
18-Feb-13,5063.4,"5,041.20","5,070.50","5,030.90",942.78M,0.59%
19-Feb-13,5081.9,"5,063.40","5,081.90","5,045.80",726.09M,0.37%
20-Feb-13,5098.7,"5,081.90","5,106.60","5,081.90",902.83M,0.33%
21-Feb-13,4980.1,"5,069.20","5,076.00","4,980.10",929.05M,-2.33%
22-Feb-13,5018.1,"4,980.10","5,055.30","4,975.90",920.06M,0.76%
25-Feb-13,5055.8,"5,016.80","5,064.30","5,016.80",737.76M,0.75%
26-Feb-13,5003.6,"5,036.80","5,038.60","4,978.40",693.46M,-1.03%
27-Feb-13,5036.6,"5,011.60","5,043.20","5,011.60",665.05M,0.66%
28-Feb-13,5104.1,"5,036.60","5,112.50","5,036.60",1.19B,1.34%
1-Mar-13,5086.1,"5,104.10","5,104.10","5,062.10",968.57M,-0.35%
4-Mar-13,5010.5,"5,086.10","5,086.10","5,009.60",701.47M,-1.49%
5-Mar-13,5075.4,"5,010.50","5,095.00","5,010.50",756.68M,1.30%
6-Mar-13,5116.8,"5,075.40","5,131.60","5,075.40",823.76M,0.82%
7-Mar-13,5109.2,"5,120.00","5,135.70","5,086.50",730.15M,-0.15%
8-Mar-13,5123.4,"5,109.20","5,131.20","5,102.00",752.50M,0.28%
11-Mar-13,5146.9,"5,120.80","5,148.40","5,115.00",592.22M,0.46%
12-Mar-13,5117.9,"5,150.50","5,163.50","5,117.90",686.79M,-0.56%
13-Mar-13,5092.4,"5,120.80","5,121.80","5,079.90",738.06M,-0.50%
14-Mar-13,5032.2,"5,089.70","5,103.40","5,032.20",864.62M,-1.18%
15-Mar-13,5120.2,"5,032.20","5,120.20","5,032.20",1.26B,1.75%
18-Mar-13,5015.4,"5,101.70","5,101.70","5,014.70",844.34M,-2.05%
19-Mar-13,4987.4,"5,023.10","5,057.40","4,987.40",771.14M,-0.56%
20-Mar-13,4967.4,"4,987.40","4,988.10","4,937.50",728.69M,-0.40%
21-Mar-13,4959.4,"4,967.30","4,998.90","4,947.80",1.01B,-0.16%
22-Mar-13,4967.3,"4,956.30","4,983.60","4,927.90",536.81M,0.16%
25-Mar-13,4990.2,"4,968.80","5,023.20","4,968.80",514.56M,0.46%
26-Mar-13,4950.2,"4,981.00","4,981.00","4,942.50",628.57M,-0.80%
27-Mar-13,4995,"4,959.20","4,995.00","4,956.80",555.75M,0.91%
28-Mar-13,4966.5,"4,995.00","4,995.00","4,966.50",841.07M,-0.57%
2-Apr-13,4985.5,"4,966.50","5,005.60","4,964.80",608.68M,0.38%
3-Apr-13,4957.7,"4,989.80","5,011.90","4,934.60",800.74M,-0.56%
4-Apr-13,4913.5,"4,949.90","4,949.90","4,902.20",683.92M,-0.89%
5-Apr-13,4891.4,"4,919.90","4,924.00","4,883.70",715.79M,-0.45%
8-Apr-13,4905.5,"4,891.40","4,914.00","4,889.60",593.78M,0.29%
9-Apr-13,4976.8,"4,905.50","4,976.90","4,905.50",1.01B,1.45%
10-Apr-13,4968,"4,987.20","4,991.90","4,956.30",820.44M,-0.18%
11-Apr-13,5007.1,"4,968.00","5,013.20","4,968.00",769.13M,0.79%
12-Apr-13,5013.5,"5,006.50","5,023.00","5,006.10",732.73M,0.13%
15-Apr-13,4967.9,"5,005.30","5,005.30","4,933.30",655.03M,-0.91%
16-Apr-13,4950.8,"4,967.90","4,967.90","4,914.00",793.89M,-0.34%
17-Apr-13,5004.6,"4,950.80","5,006.10","4,950.80",743.16M,1.09%
18-Apr-13,4924.4,"4,988.50","4,992.60","4,924.40",1.05B,-1.60%
19-Apr-13,4931.9,"4,924.40","4,960.40","4,918.40",754.29M,0.15%
22-Apr-13,4966.6,"4,931.90","4,966.60","4,931.90",489.09M,0.70%
23-Apr-13,5016.2,"4,966.60","5,036.50","4,966.60",700.27M,1.00%
24-Apr-13,5102.4,"5,022.90","5,103.60","5,022.90",932.39M,1.72%
26-Apr-13,5097.5,"5,113.90","5,135.00","5,097.40",615.84M,-0.10%
29-Apr-13,5125.8,"5,097.50","5,130.30","5,097.50",410.86M,0.56%
30-Apr-13,5191.2,"5,125.80","5,195.10","5,125.80",690.05M,1.28%
1-May-13,5166.2,"5,187.30","5,188.10","5,159.60",450.43M,-0.48%
2-May-13,5130,"5,166.20","5,166.20","5,117.40",605.80M,-0.70%
3-May-13,5129.5,"5,130.00","5,183.20","5,126.50",548.60M,-0.01%
6-May-13,5156.2,"5,146.70","5,201.30","5,145.50",550.93M,0.52%
7-May-13,5143.7,"5,162.70","5,166.70","5,118.90",665.34M,-0.24%
8-May-13,5199.8,"5,152.40","5,201.90","5,150.40",804.06M,1.09%
9-May-13,5198.4,"5,194.20","5,211.50","5,182.30",766.80M,-0.03%
10-May-13,5206.1,"5,200.00","5,242.50","5,198.20",602.43M,0.15%
13-May-13,5210.3,"5,203.50","5,219.20","5,190.20",589.38M,0.08%
14-May-13,5221,"5,210.30","5,227.10","5,207.10",643.53M,0.21%
15-May-13,5191.7,"5,222.30","5,249.60","5,168.50",712.80M,-0.56%
16-May-13,5165.7,"5,191.70","5,211.60","5,156.80",797.78M,-0.50%
17-May-13,5180.8,"5,175.60","5,194.90","5,168.60",718.92M,0.29%
20-May-13,5209,"5,187.20","5,246.90","5,187.20",619.42M,0.54%
21-May-13,5180.1,"5,207.80","5,207.80","5,160.60",762.08M,-0.55%
22-May-13,5165.4,"5,187.50","5,203.40","5,154.00",986.48M,-0.28%
23-May-13,5062.4,"5,160.20","5,160.20","5,058.60",1.23B,-1.99%
24-May-13,4983.5,"5,062.40","5,083.50","4,954.90",997.64M,-1.56%
27-May-13,4959.9,"4,983.80","4,983.90","4,931.20",704.69M,-0.47%
28-May-13,4970.7,"4,959.10","4,981.30","4,950.10",672.73M,0.22%
29-May-13,4974.7,"4,970.70","4,993.20","4,960.30",762.33M,0.08%
30-May-13,4930.7,"4,974.70","4,974.70","4,897.90",753.59M,-0.88%
31-May-13,4926.6,"4,942.20","4,962.90","4,922.80",1.19B,-0.08%
3-Jun-13,4888.3,"4,926.60","4,933.30","4,888.30",638.43M,-0.78%
